Genero_Usuario,Idade_Usuario,Veiculo,Loja_Aluguel,Data_Aluguel,Hora_Aluguel,Loja_Devolucao,Data_Devolucao,Hora_Devolucao
M,24,15218,459,04/02/2020,13:06:44,260,04/02/2020,13:31:31
M,29,4068,161,04/02/2020,13:06:44,340,04/02/2020,13:18:25
M,44,12395,62,04/02/2020,13:06:50,73,04/02/2020,13:09:49
M,69,7704,51,04/02/2020,13:06:51,49,04/02/2020,13:20:44
F,40,9138,61,04/02/2020,13:06:55,64,04/02/2020,13:09:54
F,48,11862,21,04/02/2020,13:06:56,130,04/02/2020,13:19:46
F,44,8450,237,04/02/2020,13:07:00,6,04/02/2020,13:24:25
M,25,9544,256,04/02/2020,13:07:01,107,04/02/2020,13:22:54
M,25,11970,347,04/02/2020,13:07:01,365,04/02/2020,13:27:10
M,51,11601,206,04/02/2020,13:07:04,253,04/02/2020,13:23:03
F,37,8222,141,04/02/2020,13:07:05,450,04/02/2020,13:24:17
M,65,9597,425,04/02/2020,13:07:08,422,04/02/2020,13:13:35
F,25,6761,393,04/02/2020,13:07:14,381,04/02/2020,13:13:54
M,40,8831,249,04/02/2020,13:07:19,217,04/02/2020,13:22:46
F,23,7060,213,04/02/2020,13:07:23,451,04/02/2020,13:13:50
M,38,4334,164,04/02/2020,13:07:24,182,04/02/2020,13:17:26
M,56,9215,476,04/02/2020,13:07:25,212,04/02/2020,13:14:58
M,27,8542,19,04/02/2020,13:07:27,19,04/02/2020,13:46:59
M,34,8482,59,04/02/2020,13:07:31,38,04/02/2020,15:59:18
M,28,7995,140,04/02/2020,13:07:31,27,04/02/2020,13:14:51
M,29,12347,187,04/02/2020,13:07:44,458,04/02/2020,13:25:59
M,36,12294,45,04/02/2020,13:07:48,59,04/02/2020,13:11:51
F,31,8007,165,04/02/2020,13:07:49,164,04/02/2020,13:11:37
M,30,11953,450,04/02/2020,13:07:58,104,04/02/2020,13:43:12
M,40,7273,371,04/02/2020,13:08:06,346,04/02/2020,13:15:22
F,33,11520,27,04/02/2020,13:08:12,27,04/02/2020,13:18:13
M,46,11707,115,04/02/2020,13:08:12,202,04/02/2020,13:39:54
F,35,8062,181,04/02/2020,13:08:18,63,04/02/2020,13:19:58
M,26,11679,280,04/02/2020,13:08:19,165,04/02/2020,13:12:20
M,51,9745,359,04/02/2020,13:08:23,301,04/02/2020,13:25:38
M,39,10948,212,04/02/2020,13:08:26,456,04/02/2020,13:25:21
M,33,2735,82,04/02/2020,13:08:27,448,04/02/2020,13:13:42
M,53,9512,323,04/02/2020,13:08:27,313,04/02/2020,13:47:25
M,27,9825,256,04/02/2020,13:08:28,111,04/02/2020,13:13:23
M,27,8438,135,04/02/2020,13:08:30,106,04/02/2020,13:30:29
F,22,11326,365,04/02/2020,13:08:31,354,04/02/2020,13:14:48
M,30,12128,251,04/02/2020,13:08:35,475,04/02/2020,13:17:24
M,37,7813,88,04/02/2020,13:08:39,3,04/02/2020,13:28:44
F,23,10255,131,04/02/2020,13:08:41,36,04/02/2020,13:22:54
M,51,9009,291,04/02/2020,13:08:43,338,04/02/2020,13:16:06
M,38,15224,459,04/02/2020,13:08:48,247,04/02/2020,13:25:10
M,24,8281,158,04/02/2020,13:08:52,185,04/02/2020,13:37:17
M,30,10119,302,04/02/2020,13:08:55,295,04/02/2020,13:25:07
F,33,12104,277,04/02/2020,13:08:57,298,04/02/2020,13:15:01
M,30,7674,141,04/02/2020,13:08:59,276,04/02/2020,13:19:33
M,31,7676,374,04/02/2020,13:09:02,358,04/02/2020,13:13:05
M,46,3500,136,04/02/2020,13:09:04,52,04/02/2020,13:33:40
M,64,11531,111,04/02/2020,13:09:04,18,04/02/2020,13:16:07
M,52,7576,416,04/02/2020,13:09:05,436,04/02/2020,13:12:43
F,41,9781,310,04/02/2020,13:09:10,62,04/02/2020,13:19:18
M,31,9902,305,04/02/2020,13:09:15,310,04/02/2020,13:15:16
M,27,9257,248,04/02/2020,13:09:17,248,04/02/2020,13:39:07
M,53,7700,239,04/02/2020,13:09:19,186,04/02/2020,13:31:17
M,30,7235,21,04/02/2020,13:09:21,470,04/02/2020,13:26:18
M,19,11688,72,04/02/2020,13:09:26,198,04/02/2020,17:22:27
M,42,9651,10,04/02/2020,13:09:31,32,04/02/2020,13:21:04
M,26,11837,376,04/02/2020,13:09:33,398,04/02/2020,13:13:22
M,45,11505,21,04/02/2020,13:09:34,115,04/02/2020,13:16:34
M,58,12525,102,04/02/2020,13:09:34,27,04/02/2020,13:32:17
F,24,7554,200,04/02/2020,13:09:42,217,04/02/2020,13:16:27
F,66,11387,63,04/02/2020,13:09:44,151,04/02/2020,13:21:25
M,42,11075,333,04/02/2020,13:09:47,69,04/02/2020,13:27:23
F,28,10784,21,04/02/2020,13:09:48,69,04/02/2020,13:20:45
M,39,9883,63,04/02/2020,13:09:55,151,04/02/2020,13:21:23
M,33,7966,2,04/02/2020,13:09:57,6,04/02/2020,13:13:19
F,43,8927,164,04/02/2020,13:10:00,164,04/02/2020,13:19:04
F,25,7653,77,04/02/2020,13:10:01,36,04/02/2020,13:22:46
M,25,10178,302,04/02/2020,13:10:02,276,04/02/2020,13:27:49
M,32,9585,319,04/02/2020,13:10:04,301,04/02/2020,13:15:36
M,26,8751,154,04/02/2020,13:10:06,136,04/02/2020,13:20:57
M,58,7987,44,04/02/2020,13:10:07,59,04/02/2020,13:19:08
M,26,12427,60,04/02/2020,13:10:08,63,04/02/2020,13:20:30
M,34,6762,384,04/02/2020,13:10:16,424,04/02/2020,13:18:06
M,55,10416,267,04/02/2020,13:10:18,264,04/02/2020,13:13:36
M,56,12014,44,04/02/2020,13:10:19,59,04/02/2020,13:19:16
M,19,9186,133,04/02/2020,13:10:20,74,04/02/2020,13:26:22
M,23,4121,28,04/02/2020,13:10:29,31,04/02/2020,13:17:28
M,36,10063,12,04/02/2020,13:10:29,447,04/02/2020,13:23:13
F,39,9803,9,04/02/2020,13:10:32,254,04/02/2020,13:21:31
M,47,11614,113,04/02/2020,13:10:40,94,04/02/2020,13:47:49
F,39,11562,277,04/02/2020,13:10:40,56,04/02/2020,13:19:36
F,61,4257,268,04/02/2020,13:10:41,133,04/02/2020,13:25:48
M,39,9279,206,04/02/2020,13:10:51,113,04/02/2020,13:45:13
M,26,10137,166,04/02/2020,13:10:54,371,04/02/2020,13:31:28
M,45,7889,293,04/02/2020,13:10:56,37,04/02/2020,13:26:15
F,33,7596,214,04/02/2020,13:10:57,215,04/02/2020,13:17:01
F,34,11470,35,04/02/2020,13:11:09,143,04/02/2020,13:18:48
F,38,7528,158,04/02/2020,13:11:11,145,04/02/2020,13:17:17
M,41,10311,24,04/02/2020,13:11:12,142,04/02/2020,13:19:54
M,30,10731,85,04/02/2020,13:11:12,18,04/02/2020,13:16:25
M,53,12390,18,04/02/2020,13:11:15,40,04/02/2020,13:17:03
M,48,11613,239,04/02/2020,13:11:16,206,04/02/2020,13:21:56
M,36,9765,7,04/02/2020,13:11:16,7,04/02/2020,13:16:46
M,46,8300,156,04/02/2020,13:11:25,77,04/02/2020,13:20:29
M,49,8888,18,04/02/2020,13:11:26,105,04/02/2020,13:35:28
M,22,10764,210,04/02/2020,13:11:27,219,04/02/2020,13:19:57
F,40,1866,142,04/02/2020,13:11:29,24,04/02/2020,13:24:40
M,28,7960,246,04/02/2020,13:11:37,212,04/02/2020,13:23:17
M,25,11817,27,04/02/2020,13:11:38,1,04/02/2020,13:17:15
M,32,11506,126,04/02/2020,13:11:39,116,04/02/2020,13:19:14
M,21,7516,170,04/02/2020,13:11:43,168,04/02/2020,13:15:05
M,43,10854,27,04/02/2020,13:11:50,1,04/02/2020,13:17:24
F,52,7992,365,04/02/2020,13:11:51,285,04/02/2020,13:29:15
M,59,8296,197,04/02/2020,13:11:53,248,04/02/2020,13:49:31
F,28,8264,385,04/02/2020,13:11:54,389,04/02/2020,13:17:10
F,21,15339,139,04/02/2020,13:11:57,449,04/02/2020,13:34:59
F,32,4247,44,04/02/2020,13:12:00,78,04/02/2020,13:20:02
M,33,15086,454,04/02/2020,13:12:01,33,04/02/2020,13:46:29
F,40,10325,57,04/02/2020,13:12:01,64,04/02/2020,13:18:15
M,63,7796,16,04/02/2020,13:12:01,6,04/02/2020,13:26:58
M,57,8899,27,04/02/2020,13:12:02,96,04/02/2020,13:23:11
M,22,15227,139,04/02/2020,13:12:08,449,04/02/2020,13:35:13
M,38,8432,185,04/02/2020,13:12:11,188,04/02/2020,13:17:49
M,32,1731,276,04/02/2020,13:12:16,146,04/02/2020,13:19:38
M,31,15002,449,04/02/2020,13:12:16,469,04/02/2020,13:24:16
M,30,10915,134,04/02/2020,13:12:19,276,04/02/2020,13:25:00
M,36,3927,64,04/02/2020,13:12:20,63,04/02/2020,13:15:59
M,38,7290,227,04/02/2020,13:12:21,189,04/02/2020,13:29:35
M,54,8962,145,04/02/2020,13:12:23,24,04/02/2020,13:26:56
M,30,10924,277,04/02/2020,13:12:30,138,04/02/2020,13:26:22
F,26,8729,365,04/02/2020,13:12:32,390,04/02/2020,13:19:40
F,49,8376,24,04/02/2020,13:12:35,452,04/02/2020,13:30:33
M,31,10587,302,04/02/2020,13:12:36,325,04/02/2020,13:18:01
M,35,11744,4,04/02/2020,13:12:36,110,04/02/2020,13:35:15
M,30,9018,291,04/02/2020,13:12:39,64,04/02/2020,13:20:02
M,29,7967,83,04/02/2020,13:12:40,20,04/02/2020,13:29:03
M,61,12135,301,04/02/2020,13:12:43,372,04/02/2020,13:23:40
M,36,8950,61,04/02/2020,13:12:45,81,04/02/2020,13:19:20
M,67,6811,78,04/02/2020,13:12:46,53,04/02/2020,13:19:49
M,52,10621,122,04/02/2020,13:12:50,107,04/02/2020,13:39:48
F,34,9087,245,04/02/2020,13:12:51,207,04/02/2020,13:17:45
M,37,8505,85,04/02/2020,13:12:57,86,04/02/2020,13:17:43
M,46,6986,338,04/02/2020,13:13:02,377,04/02/2020,13:19:11
F,29,10456,3,04/02/2020,13:13:04,18,04/02/2020,13:18:20
F,18,11294,177,04/02/2020,13:13:08,47,04/02/2020,13:33:32
M,60,7648,157,04/02/2020,13:13:09,146,04/02/2020,13:17:28
M,36,12186,310,04/02/2020,13:13:09,387,04/02/2020,13:25:37
F,23,8403,210,04/02/2020,13:13:10,471,04/02/2020,13:31:37
M,61,7717,439,04/02/2020,13:13:11,396,04/02/2020,13:22:06
M,34,8070,369,04/02/2020,13:13:14,340,04/02/2020,13:25:31
M,47,4347,194,04/02/2020,13:13:15,21,04/02/2020,13:19:43
M,30,7312,134,04/02/2020,13:13:17,168,04/02/2020,13:29:29
M,54,3805,143,04/02/2020,13:13:17,136,04/02/2020,13:19:03
M,37,8488,45,04/02/2020,13:13:18,64,04/02/2020,13:18:04
M,39,9346,82,04/02/2020,13:13:18,270,04/02/2020,13:21:17
M,33,12283,142,04/02/2020,13:13:23,38,04/02/2020,13:22:31
M,26,9230,475,04/02/2020,13:13:26,87,04/02/2020,13:49:33
F,37,12264,319,04/02/2020,13:13:28,301,04/02/2020,13:18:16
M,23,7392,72,04/02/2020,13:13:29,73,04/02/2020,13:46:39
M,22,8334,141,04/02/2020,13:13:29,135,04/02/2020,13:18:22
F,19,12321,384,04/02/2020,13:13:30,380,04/02/2020,13:18:56
F,43,8983,27,04/02/2020,13:13:31,192,04/02/2020,13:33:51
M,27,4077,87,04/02/2020,13:13:36,92,04/02/2020,13:22:58
M,39,10533,168,04/02/2020,13:13:37,72,04/02/2020,13:17:14
M,45,11740,185,04/02/2020,13:13:41,188,04/02/2020,13:20:18
M,35,11826,23,04/02/2020,13:13:47,26,04/02/2020,13:21:55
M,35,11162,14,04/02/2020,13:13:48,120,04/02/2020,13:23:27
F,33,11442,20,04/02/2020,13:13:50,1,04/02/2020,13:25:48
M,48,10649,107,04/02/2020,13:13:56,27,04/02/2020,13:27:52
M,38,7490,47,04/02/2020,13:13:56,35,04/02/2020,13:21:06
F,38,9964,377,04/02/2020,13:13:57,340,04/02/2020,13:24:24
F,35,9024,66,04/02/2020,13:13:57,49,04/02/2020,13:20:27
M,22,6906,49,04/02/2020,13:14:09,286,04/02/2020,13:34:50
M,33,8554,128,04/02/2020,13:14:09,59,04/02/2020,13:24:03
M,31,9379,453,04/02/2020,13:14:13,31,04/02/2020,13:37:38
M,26,4381,41,04/02/2020,13:14:14,18,04/02/2020,13:22:17
M,36,12492,39,04/02/2020,13:14:15,46,04/02/2020,13:17:09
M,46,15310,139,04/02/2020,13:14:20,33,04/02/2020,13:19:03
M,36,10423,47,04/02/2020,13:14:21,154,04/02/2020,13:25:37
M,51,8516,315,04/02/2020,13:14:26,340,04/02/2020,13:24:52
M,31,12165,35,04/02/2020,13:14:37,2,04/02/2020,13:23:18
M,50,9658,82,04/02/2020,13:14:49,100,04/02/2020,14:09:35
M,68,6787,107,04/02/2020,13:15:03,114,04/02/2020,13:17:30
M,47,11950,20,04/02/2020,13:15:04,127,04/02/2020,13:22:11
M,35,11218,46,04/02/2020,13:15:10,18,04/02/2020,13:25:30
M,50,11850,39,04/02/2020,13:15:13,63,04/02/2020,13:20:22
M,52,8619,123,04/02/2020,13:15:18,81,04/02/2020,13:30:18
M,44,7246,114,04/02/2020,13:15:20,30,04/02/2020,13:23:29
F,34,10520,131,04/02/2020,13:15:21,151,04/02/2020,13:23:58
M,49,11181,71,04/02/2020,13:15:23,64,04/02/2020,13:22:01
M,39,15072,391,04/02/2020,13:15:24,434,04/02/2020,13:31:35
M,44,8254,458,04/02/2020,13:15:28,150,04/02/2020,13:39:34
M,28,10206,423,04/02/2020,13:15:28,356,04/02/2020,13:28:42
M,20,7252,142,04/02/2020,13:15:29,124,04/02/2020,13:24:19
F,29,9475,30,04/02/2020,13:15:31,64,04/02/2020,13:32:03
M,76,10827,48,04/02/2020,13:15:36,137,04/02/2020,13:39:36
M,26,7001,37,04/02/2020,13:15:40,64,04/02/2020,13:39:19
M,34,12112,16,04/02/2020,13:15:40,14,04/02/2020,13:19:05
M,59,8416,66,04/02/2020,13:15:52,36,04/02/2020,13:21:20
M,40,7681,137,04/02/2020,13:15:57,106,04/02/2020,13:46:52
M,32,10906,84,04/02/2020,13:16:03,46,04/02/2020,13:24:58
M,37,11931,218,04/02/2020,13:16:07,28,04/02/2020,13:30:31
F,22,10884,251,04/02/2020,13:16:08,193,04/02/2020,13:29:27
M,29,11363,135,04/02/2020,13:16:11,144,04/02/2020,13:20:15
M,40,11902,107,04/02/2020,13:16:13,134,04/02/2020,13:25:39
M,47,10968,47,04/02/2020,13:16:14,69,04/02/2020,13:23:42
F,29,11256,4,04/02/2020,13:16:16,1,04/02/2020,13:21:25
M,23,9724,230,04/02/2020,13:16:23,210,04/02/2020,13:21:52
M,53,9923,286,04/02/2020,13:16:31,224,04/02/2020,13:43:23
M,35,9381,62,04/02/2020,13:16:34,53,04/02/2020,13:27:15
M,36,12263,103,04/02/2020,13:16:34,64,04/02/2020,13:35:36
F,29,11565,223,04/02/2020,13:16:39,233,04/02/2020,13:20:22
F,38,8758,239,04/02/2020,13:16:39,161,04/02/2020,13:36:28
M,55,11578,122,04/02/2020,13:16:39,107,04/02/2020,13:21:05
F,65,8543,236,04/02/2020,13:16:46,253,04/02/2020,13:33:20
M,32,9662,88,04/02/2020,13:16:53,306,04/02/2020,13:55:56
F,27,8669,23,04/02/2020,13:17:04,84,04/02/2020,13:29:56
F,38,8995,256,04/02/2020,13:17:05,111,04/02/2020,13:21:56
M,33,9040,219,04/02/2020,13:17:05,243,04/02/2020,13:31:33
M,34,9787,86,04/02/2020,13:17:09,35,04/02/2020,13:21:59
M,25,8606,389,04/02/2020,13:17:10,287,04/02/2020,13:30:41
M,49,11184,23,04/02/2020,13:17:18,84,04/02/2020,13:30:05
M,53,8570,201,04/02/2020,13:17:23,234,04/02/2020,13:24:52
M,58,7995,27,04/02/2020,13:17:33,17,04/02/2020,13:24:36
M,29,4012,34,04/02/2020,13:17:33,5,04/02/2020,13:24:49
M,38,9889,110,04/02/2020,13:17:35,45,04/02/2020,13:32:44
M,21,15088,108,04/02/2020,13:17:38,108,04/02/2020,13:29:09
M,51,9715,208,04/02/2020,13:17:39,201,04/02/2020,13:27:33
M,59,11392,281,04/02/2020,13:17:40,317,04/02/2020,13:28:24
M,45,10652,53,04/02/2020,13:17:42,32,04/02/2020,13:28:32
M,24,11751,455,04/02/2020,13:17:48,67,04/02/2020,13:48:23
M,31,11194,51,04/02/2020,13:17:52,140,04/02/2020,13:28:30
M,26,10217,353,04/02/2020,13:17:58,302,04/02/2020,13:25:49
M,28,10945,3,04/02/2020,13:18:08,48,04/02/2020,13:27:06
M,24,1427,141,04/02/2020,13:18:09,158,04/02/2020,13:24:35
F,54,6849,183,04/02/2020,13:18:10,1,04/02/2020,13:26:00
M,39,12123,200,04/02/2020,13:18:14,253,04/02/2020,13:30:29
M,26,4355,52,04/02/2020,13:18:16,194,04/02/2020,13:50:10
M,24,12308,120,04/02/2020,13:18:17,27,04/02/2020,13:23:42
M,28,8230,283,04/02/2020,13:18:19,317,04/02/2020,13:24:07
M,24,8017,224,04/02/2020,13:18:20,217,04/02/2020,13:22:06
M,51,7928,5,04/02/2020,13:18:27,5,04/02/2020,13:45:44
M,27,10814,211,04/02/2020,13:18:31,217,04/02/2020,13:21:22
M,22,8466,10,04/02/2020,13:18:35,35,04/02/2020,13:29:19
F,24,10888,52,04/02/2020,13:18:35,194,04/02/2020,13:51:04
M,47,9635,28,04/02/2020,13:18:37,27,04/02/2020,13:25:03
M,58,9348,158,04/02/2020,13:18:38,59,04/02/2020,13:26:51
M,58,11249,259,04/02/2020,13:18:39,254,04/02/2020,13:27:13
M,32,11199,98,04/02/2020,13:18:49,10,04/02/2020,13:22:43
M,26,12471,39,04/02/2020,13:18:51,197,04/02/2020,13:46:45
M,34,7988,9,04/02/2020,13:18:57,255,04/02/2020,13:29:11
M,23,11808,118,04/02/2020,13:18:57,209,04/02/2020,13:45:58
M,22,10894,359,04/02/2020,13:18:57,358,04/02/2020,13:21:38
M,27,10004,47,04/02/2020,13:18:59,36,04/02/2020,13:26:59
M,44,15279,449,04/02/2020,13:19:02,300,04/02/2020,13:35:11
F,26,11680,64,04/02/2020,13:19:05,212,04/02/2020,13:37:30
M,28,9213,470,04/02/2020,13:19:07,200,04/02/2020,13:39:35
M,42,8385,267,04/02/2020,13:19:10,389,04/02/2020,13:58:12
M,30,9496,42,04/02/2020,13:19:11,252,04/02/2020,13:32:12
F,36,10348,10,04/02/2020,13:19:13,124,04/02/2020,13:28:48
M,32,4298,73,04/02/2020,13:19:13,194,04/02/2020,13:42:33
M,33,8509,22,04/02/2020,13:19:15,59,04/02/2020,13:26:44
M,56,10096,35,04/02/2020,13:19:16,5,04/02/2020,13:23:31
F,17,7023,282,04/02/2020,13:19:18,356,04/02/2020,13:36:32
F,24,7331,158,04/02/2020,13:19:22,145,04/02/2020,13:24:54
M,30,3428,56,04/02/2020,13:19:24,87,04/02/2020,13:34:36
M,23,7012,59,04/02/2020,13:19:25,72,04/02/2020,13:27:36
M,66,8716,2,04/02/2020,13:19:25,11,04/02/2020,13:29:34
M,39,10916,28,04/02/2020,13:19:31,254,04/02/2020,13:30:40
F,32,11974,82,04/02/2020,13:19:35,124,04/02/2020,13:30:05
M,40,10826,466,04/02/2020,13:19:35,61,04/02/2020,13:42:49
M,35,9444,13,04/02/2020,13:19:36,121,04/02/2020,13:28:24
M,25,8301,109,04/02/2020,13:19:36,93,04/02/2020,13:31:24
M,32,9711,42,04/02/2020,13:19:39,36,04/02/2020,13:24:35
M,39,15288,33,04/02/2020,13:19:39,139,04/02/2020,13:50:23
F,54,9350,72,04/02/2020,13:19:40,182,04/02/2020,13:25:53
M,54,7593,32,04/02/2020,13:19:43,32,04/02/2020,13:35:07
M,22,11152,118,04/02/2020,13:19:45,174,04/02/2020,13:33:04
M,45,11176,52,04/02/2020,13:19:48,120,04/02/2020,13:37:35
M,55,12086,438,04/02/2020,13:19:49,421,04/02/2020,13:24:28
F,28,10515,72,04/02/2020,13:19:53,47,04/02/2020,13:29:11
M,41,11309,301,04/02/2020,13:19:56,45,04/02/2020,13:30:13
M,45,10772,53,04/02/2020,13:20:01,181,04/02/2020,13:29:18
M,59,9796,122,04/02/2020,13:20:01,30,04/02/2020,13:33:03
F,26,9393,381,04/02/2020,13:20:03,361,04/02/2020,13:31:56
M,58,6841,152,04/02/2020,13:20:04,148,04/02/2020,13:40:51
F,34,11895,90,04/02/2020,13:20:07,43,04/02/2020,13:31:09
M,45,11851,254,04/02/2020,13:20:10,41,04/02/2020,13:26:40
M,27,7770,122,04/02/2020,13:20:13,30,04/02/2020,13:33:01
M,30,7695,192,04/02/2020,13:20:16,136,04/02/2020,13:36:26
F,22,8220,72,04/02/2020,13:20:18,363,04/02/2020,13:46:38
M,44,12496,426,04/02/2020,13:20:18,431,04/02/2020,13:25:39
F,30,7456,382,04/02/2020,13:20:19,361,04/02/2020,13:24:41
M,41,7091,136,04/02/2020,13:20:19,164,04/02/2020,13:33:51
M,33,8682,167,04/02/2020,13:20:22,182,04/02/2020,13:24:38
M,49,11394,117,04/02/2020,13:20:29,119,04/02/2020,13:24:05
M,18,12324,87,04/02/2020,13:20:31,295,04/02/2020,13:57:07
M,53,4215,102,04/02/2020,13:20:38,39,04/02/2020,13:55:24
M,24,9626,265,04/02/2020,13:20:40,111,04/02/2020,13:32:52
F,28,12052,389,04/02/2020,13:20:42,437,04/02/2020,13:30:27
M,22,7445,87,04/02/2020,13:20:42,295,04/02/2020,13:57:03
M,52,10668,346,04/02/2020,13:20:46,248,04/02/2020,13:48:43
M,32,10256,359,04/02/2020,13:20:46,141,04/02/2020,13:45:21
M,61,11212,428,04/02/2020,13:20:49,430,04/02/2020,13:25:18
F,69,10752,60,04/02/2020,13:20:49,60,04/02/2020,13:56:53
M,49,8525,64,04/02/2020,13:20:58,72,04/02/2020,13:34:26
M,30,1763,290,04/02/2020,13:20:58,400,04/02/2020,13:39:44
F,41,9086,71,04/02/2020,13:21:04,40,04/02/2020,13:26:48
M,35,12412,30,04/02/2020,13:21:05,6,04/02/2020,13:28:46
M,31,11274,121,04/02/2020,13:21:10,5,04/02/2020,13:29:39
M,47,8612,11,04/02/2020,13:21:10,28,04/02/2020,13:28:09
M,41,11520,27,04/02/2020,13:21:16,29,04/02/2020,13:28:02
F,40,8577,133,04/02/2020,13:21:17,42,04/02/2020,13:37:44
M,23,11837,398,04/02/2020,13:21:17,356,04/02/2020,13:32:33
F,31,9789,140,04/02/2020,13:21:18,218,04/02/2020,13:45:31
M,28,7520,32,04/02/2020,13:21:18,14,04/02/2020,13:26:05
M,30,7279,284,04/02/2020,13:21:19,310,04/02/2020,13:27:55
M,61,15051,472,04/02/2020,13:21:19,449,04/02/2020,13:48:21
M,34,11492,80,04/02/2020,13:21:20,447,04/02/2020,13:29:54
M,36,10061,76,04/02/2020,13:21:23,59,04/02/2020,13:25:29
F,52,11561,195,04/02/2020,13:21:30,215,04/02/2020,13:37:08
M,22,9723,30,04/02/2020,13:21:34,141,04/02/2020,13:36:02
M,30,4128,150,04/02/2020,13:21:35,119,04/02/2020,13:33:57
F,27,11782,341,04/02/2020,13:21:44,444,04/02/2020,13:38:07
F,20,8999,303,04/02/2020,13:21:49,177,04/02/2020,13:38:09
M,34,9152,46,04/02/2020,13:21:53,59,04/02/2020,13:27:20
F,22,3510,38,04/02/2020,13:21:56,29,04/02/2020,14:23:32
M,29,3820,206,04/02/2020,13:21:57,87,04/02/2020,14:08:40
M,39,11679,165,04/02/2020,13:21:57,177,04/02/2020,13:42:54
M,37,10158,284,04/02/2020,13:21:58,290,04/02/2020,13:40:04
M,24,10457,255,04/02/2020,13:22:00,271,04/02/2020,13:30:30
M,32,12421,30,04/02/2020,13:22:02,141,04/02/2020,13:35:50
F,28,11399,9,04/02/2020,13:22:02,270,04/02/2020,13:36:02
M,54,7169,87,04/02/2020,13:22:06,448,04/02/2020,13:28:09
F,23,8027,361,04/02/2020,13:22:14,373,04/02/2020,13:26:48
M,38,8653,36,04/02/2020,13:22:15,177,04/02/2020,13:31:07
M,49,10327,286,04/02/2020,13:22:18,29,04/02/2020,13:53:41
M,35,7658,66,04/02/2020,13:22:22,47,04/02/2020,13:38:37
M,39,8633,7,04/02/2020,13:22:27,49,04/02/2020,13:29:41
F,23,8883,123,04/02/2020,13:22:31,144,04/02/2020,13:31:09
M,36,7835,98,04/02/2020,13:22:33,165,04/02/2020,13:40:30
M,20,6850,389,04/02/2020,13:22:33,365,04/02/2020,13:29:22
M,40,12036,10,04/02/2020,13:22:35,16,04/02/2020,13:31:08
F,28,4245,127,04/02/2020,13:22:36,146,04/02/2020,13:32:18
M,55,9342,43,04/02/2020,13:22:38,232,04/02/2020,13:56:26
F,26,8729,390,04/02/2020,13:22:39,365,04/02/2020,13:32:08
F,26,7628,59,04/02/2020,13:22:39,318,04/02/2020,13:36:09
M,23,15125,472,04/02/2020,13:22:44,190,04/02/2020,13:40:35
F,41,11763,169,04/02/2020,13:22:44,172,04/02/2020,13:27:23
M,63,11501,346,04/02/2020,13:22:48,436,04/02/2020,13:39:37
M,67,8580,206,04/02/2020,13:22:53,217,04/02/2020,13:30:56
F,34,9052,237,04/02/2020,13:23:01,233,04/02/2020,13:26:51
F,55,11534,84,04/02/2020,13:23:04,182,04/02/2020,13:27:52
M,27,7853,240,04/02/2020,13:23:06,24,04/02/2020,13:44:11
M,47,11510,209,04/02/2020,13:23:08,211,04/02/2020,13:33:10
F,28,8787,206,04/02/2020,13:23:08,204,04/02/2020,13:28:55
F,46,3805,136,04/02/2020,13:23:12,130,04/02/2020,13:29:07
M,58,7289,219,04/02/2020,13:23:13,214,04/02/2020,13:28:20
M,24,10437,219,04/02/2020,13:23:24,50,04/02/2020,13:47:31
M,38,9067,340,04/02/2020,13:23:29,336,04/02/2020,13:28:21
M,39,8102,84,04/02/2020,13:23:29,45,04/02/2020,13:29:24
M,30,7611,125,04/02/2020,13:23:39,111,04/02/2020,13:48:58
M,40,4195,14,04/02/2020,13:23:43,39,04/02/2020,13:28:50
M,46,6984,92,04/02/2020,13:23:44,3,04/02/2020,13:36:52
M,41,9406,106,04/02/2020,13:23:46,107,04/02/2020,13:32:40
M,45,10922,119,04/02/2020,13:23:47,112,04/02/2020,13:28:13
F,25,2234,225,04/02/2020,13:23:47,256,04/02/2020,13:46:41
M,27,9481,1,04/02/2020,13:24:00,250,04/02/2020,13:42:54
M,30,12508,21,04/02/2020,13:24:00,152,04/02/2020,13:33:46
M,32,9996,341,04/02/2020,13:24:04,319,04/02/2020,13:31:51
M,36,7155,102,04/02/2020,13:24:06,102,04/02/2020,13:42:48
M,25,8307,61,04/02/2020,13:24:09,306,04/02/2020,13:40:46
M,39,8981,274,04/02/2020,13:24:10,43,04/02/2020,13:33:25
M,65,15333,459,04/02/2020,13:24:11,241,04/02/2020,13:43:03
M,56,6783,295,04/02/2020,13:24:13,337,04/02/2020,13:36:36
F,19,9346,270,04/02/2020,13:24:14,115,04/02/2020,13:30:16
F,38,8499,307,04/02/2020,13:24:14,288,04/02/2020,13:31:02
F,25,7879,86,04/02/2020,13:24:16,26,04/02/2020,13:27:17
F,28,9073,4,04/02/2020,13:24:20,4,04/02/2020,13:46:04
F,32,10421,140,04/02/2020,13:24:25,140,04/02/2020,13:53:55
M,23,6866,127,04/02/2020,13:24:27,321,04/02/2020,13:41:38
M,36,15316,222,04/02/2020,13:24:30,449,04/02/2020,13:44:14
M,32,8134,329,04/02/2020,13:24:38,332,04/02/2020,13:29:06
M,29,7512,245,04/02/2020,13:24:39,113,04/02/2020,13:41:40
M,60,9145,249,04/02/2020,13:24:40,18,04/02/2020,13:34:13
M,57,11388,73,04/02/2020,13:24:44,72,04/02/2020,13:34:13
